date;txhash;from;to;token-name;token-address;value;symbol
2018-01-03 15:10:14;0xdf58b7ef9ecdfcee5ef100324f88d6e6149f2c92151b6aea665b46f82d87a813;0x92bf731a25ba1edfff7c7897b1c470b3385d4eb3;0xa6ea3ba9650355a1cfdecc6d24fded6383a48e4d;Tronix;0xf230b790e05390fc8295f4d3f60332c93bed42e2;730.0000;TRX
